path,title,main_keyword,slug,word_count
content/pet-food/10-how-to-transition-pet-food-without-upset-stomach.md,"How to Transition Pet Food Without Upset Stomach","how to transition pet food without upset stomach",how-to-transition-pet-food-without-upset-stomach,1354
content/pet-food/11-best-affordable-wet-food-options-for-picky-cats.md,"Best affordable wet food options for picky cats","best affordable wet food options for picky cats",best-affordable-wet-food-options-for-picky-cats,1272
content/pet-food/12-how-to-choose-dog-food-for-sensitive-stomach.md,"How to choose dog food for sensitive stomach","how to choose dog food for sensitive stomach",how-to-choose-dog-food-for-sensitive-stomach,1270
content/pet-food/13-pet-food-portion-control-by-weight-at-home.md,"Pet food portion control by weight at home","pet food portion control by weight at home",pet-food-portion-control-by-weight-at-home,1275
content/pet-food/14-how-to-read-pet-food-labels-correctly.md,"How to read pet food labels correctly","how to read pet food labels correctly",how-to-read-pet-food-labels-correctly,1244
content/pet-food/15-best-low-ingredient-dog-treats-for-allergies.md,"Best low ingredient dog treats for allergies","best low ingredient dog treats for allergies",best-low-ingredient-dog-treats-for-allergies,1242
content/pet-food/16-cat-food-schedule-for-indoor-adult-cats.md,"Cat food schedule for indoor adult cats","cat food schedule for indoor adult cats",cat-food-schedule-for-indoor-adult-cats,1244
content/pet-food/17-how-to-store-dry-pet-food-to-keep-fresh.md,"How to store dry pet food to keep fresh","how to store dry pet food to keep fresh",how-to-store-dry-pet-food-to-keep-fresh,1298
content/pet-food/18-best-high-moisture-meals-for-cats-that-dont-drink.md,"Best high moisture meals for cats that don't drink","best high moisture meals for cats that dont drink",best-high-moisture-meals-for-cats-that-dont-drink,1304
content/pet-food/19-how-to-transition-puppy-to-adult-dog-food.md,"How to transition puppy to adult dog food","how to transition puppy to adult dog food",how-to-transition-puppy-to-adult-dog-food,1274
content/pet-food/20-pet-probiotic-food-options-for-digestion.md,"Pet probiotic food options for digestion","pet probiotic food options for digestion",pet-probiotic-food-options-for-digestion,1224
content/pet-food/21-best-protein-sources-for-active-dogs.md,"Best protein sources for active dogs","best protein sources for active dogs",best-protein-sources-for-active-dogs,1225
content/pet-food/22-how-to-build-a-balanced-homemade-pet-meal.md,"How to build a balanced homemade pet meal","how to build a balanced homemade pet meal",how-to-build-a-balanced-homemade-pet-meal,1275
content/pet-food/23-cat-food-toppers-that-increase-appetite-safely.md,"Cat food toppers that increase appetite safely","cat food toppers that increase appetite safely",cat-food-toppers-that-increase-appetite-safely,1247
content/pet-food/24-best-low-fat-diets-for-overweight-dogs.md,"Best low fat diets for overweight dogs","best low fat diets for overweight dogs",best-low-fat-diets-for-overweight-dogs,1244
content/pet-food/25-how-to-avoid-overfeeding-treats-every-day.md,"How to avoid overfeeding treats every day","how to avoid overfeeding treats every day",how-to-avoid-overfeeding-treats-every-day,1243
content/pet-food/26-pet-meal-prep-plan-for-busy-owners.md,"Pet meal prep plan for busy owners","pet meal prep plan for busy owners",pet-meal-prep-plan-for-busy-owners,1250
content/pet-food/27-best-freeze-dried-treats-for-training-sessions.md,"Best freeze dried treats for training sessions","best freeze dried treats for training sessions",best-freeze-dried-treats-for-training-sessions,1243
content/pet-food/28-how-to-rotate-pet-food-without-stomach-upset.md,"How to rotate pet food without stomach upset","how to rotate pet food without stomach upset",how-to-rotate-pet-food-without-stomach-upset,1272
content/pet-food/29-senior-dog-nutrition-changes-by-age.md,"Senior dog nutrition changes by age","senior dog nutrition changes by age",senior-dog-nutrition-changes-by-age,1220
content/pet-food/30-best-kitten-feeding-plan-month-by-month.md,"Best kitten feeding plan month by month","best kitten feeding plan month by month",best-kitten-feeding-plan-month-by-month,1244
content/pet-food/31-how-to-pick-grain-inclusive-food-for-dogs.md,"How to pick grain inclusive food for dogs","how to pick grain inclusive food for dogs",how-to-pick-grain-inclusive-food-for-dogs,1271
content/pet-food/32-cat-snack-ideas-for-weight-management.md,"Cat snack ideas for weight management","cat snack ideas for weight management",cat-snack-ideas-for-weight-management,1227
content/pet-food/33-best-budget-meal-plan-for-multi-pet-homes.md,"Best budget meal plan for multi pet homes","best budget meal plan for multi pet homes",best-budget-meal-plan-for-multi-pet-homes,1272
content/pet-food/34-how-to-choose-omega-3-supplements-for-pets.md,"How to choose omega 3 supplements for pets","how to choose omega 3 supplements for pets",how-to-choose-omega-3-supplements-for-pets,1274
content/pet-food/35-pet-hydration-foods-for-hot-summer-days.md,"Pet hydration foods for hot summer days","pet hydration foods for hot summer days",pet-hydration-foods-for-hot-summer-days,1248
content/pet-food/36-best-slow-feeder-options-for-fast-eaters.md,"Best slow feeder options for fast eaters","best slow feeder options for fast eaters",best-slow-feeder-options-for-fast-eaters,1246
content/pet-food/37-how-to-use-food-puzzles-for-mental-enrichment.md,"How to use food puzzles for mental enrichment","how to use food puzzles for mental enrichment",how-to-use-food-puzzles-for-mental-enrichment,1273
content/pet-food/38-pet-safe-fruits-and-vegetables-serving-guide.md,"Pet safe fruits and vegetables serving guide","pet safe fruits and vegetables serving guide",pet-safe-fruits-and-vegetables-serving-guide,1249
content/pet-food/39-best-bedtime-snack-options-for-senior-pets.md,"Best bedtime snack options for senior pets","best bedtime snack options for senior pets",best-bedtime-snack-options-for-senior-pets,1249
content/pet-food/40-how-to-measure-calories-in-pet-meals.md,"How to measure calories in pet meals","how to measure calories in pet meals",how-to-measure-calories-in-pet-meals,1251
content/pet-food/41-dog-food-for-itchy-skin-ingredients-to-look-for.md,"Dog food for itchy skin ingredients to look for","dog food for itchy skin ingredients to look for",dog-food-for-itchy-skin-ingredients-to-look-for,1296
content/pet-food/42-best-urinary-support-diet-tips-for-cats.md,"Best urinary support diet tips for cats","best urinary support diet tips for cats",best-urinary-support-diet-tips-for-cats,1243
content/pet-food/43-how-to-switch-between-wet-and-dry-pet-food.md,"How to switch between wet and dry pet food","how to switch between wet and dry pet food",how-to-switch-between-wet-and-dry-pet-food,1291
content/pet-food/44-pet-food-allergy-elimination-diet-steps.md,"Pet food allergy elimination diet steps","pet food allergy elimination diet steps",pet-food-allergy-elimination-diet-steps,1222
content/pet-food/45-best-treats-for-dogs-with-dental-issues.md,"Best treats for dogs with dental issues","best treats for dogs with dental issues",best-treats-for-dogs-with-dental-issues,1244
content/pet-food/46-how-to-feed-two-pets-with-different-diets.md,"How to feed two pets with different diets","how to feed two pets with different diets",how-to-feed-two-pets-with-different-diets,1268
content/pet-food/47-pet-pantry-checklist-for-monthly-budgeting.md,"Pet pantry checklist for monthly budgeting","pet pantry checklist for monthly budgeting",pet-pantry-checklist-for-monthly-budgeting,1218
content/pet-food/48-best-breakfast-routine-for-energetic-dogs.md,"Best breakfast routine for energetic dogs","best breakfast routine for energetic dogs",best-breakfast-routine-for-energetic-dogs,1227
content/pet-food/49-how-to-choose-kitten-wet-food-by-ingredient.md,"How to choose kitten wet food by ingredient","how to choose kitten wet food by ingredient",how-to-choose-kitten-wet-food-by-ingredient,1272
content/pet-food/50-pet-nutrition-mistakes-that-cause-weight-gain.md,"Pet nutrition mistakes that cause weight gain","pet nutrition mistakes that cause weight gain",pet-nutrition-mistakes-that-cause-weight-gain,1248
content/pet-training/01-recall-training-for-stubborn-dogs-at-park.md,"Recall Training for Stubborn Dogs at the Park","recall training for stubborn dogs at park",recall-training-for-stubborn-dogs-at-park,1320
content/pet-training/02-clicker-training-basics-for-first-time-cat-owners.md,"Clicker Training Basics for First-Time Cat Owners","clicker training basics for first-time cat owners",clicker-training-basics-for-first-time-cat-owners,1351
content/pet-training/03-leash-training-puppy-that-pulls.md,"Leash Training for Puppies That Pull","leash training puppy that pulls",leash-training-puppy-that-pulls,1247
content/pet-training/04-how-to-teach-dog-leave-it-command-fast.md,"How to Teach the Leave It Command Fast","how to teach dog leave it command fast",how-to-teach-dog-leave-it-command-fast,1355
content/pet-training/05-litter-box-training-older-rescue-cat.md,"Litter Box Training an Older Rescue Cat","litter box training older rescue cat",litter-box-training-older-rescue-cat,1289
content/pet-training/06-separation-anxiety-training-plan-for-dogs.md,"Separation Anxiety Training Plan for Dogs","separation anxiety training plan for dogs",separation-anxiety-training-plan-for-dogs,1286
content/pet-training/07-stop-cat-from-jumping-on-kitchen-counters.md,"How to Stop Cats from Jumping on Kitchen Counters","stop cat from jumping on kitchen counters",stop-cat-from-jumping-on-kitchen-counters,1326
content/pet-training/08-potty-training-schedule-for-8-week-puppy.md,"Potty Training Schedule for an 8 Week Puppy","potty training schedule for 8 week puppy",potty-training-schedule-for-8-week-puppy,1305
content/pet-training/09-positive-reinforcement-training-mistakes-to-avoid.md,"Positive Reinforcement Training Mistakes to Avoid","positive reinforcement training mistakes to avoid",positive-reinforcement-training-mistakes-to-avoid,1275
content/pet-training/10-teach-dog-to-stay-with-distractions-at-home.md,"Teach Your Dog to Stay with Distractions at Home","teach dog to stay with distractions at home",teach-dog-to-stay-with-distractions-at-home,1352
content/pet-training/11-how-to-teach-puppy-name-recognition-fast.md,"How to teach puppy name recognition fast","how to teach puppy name recognition fast",how-to-teach-puppy-name-recognition-fast,1244
content/pet-training/12-best-clicker-training-routine-for-daily-practice.md,"Best clicker training routine for daily practice","best clicker training routine for daily practice",best-clicker-training-routine-for-daily-practice,1248
content/pet-training/13-how-to-stop-dog-jumping-on-guests-politely.md,"How to stop dog jumping on guests politely","how to stop dog jumping on guests politely",how-to-stop-dog-jumping-on-guests-politely,1273
content/pet-training/14-cat-target-training-basics-for-beginners.md,"Cat target training basics for beginners","cat target training basics for beginners",cat-target-training-basics-for-beginners,1218
content/pet-training/15-how-to-teach-loose-leash-walking-in-neighborhood.md,"How to teach loose leash walking in neighborhood","how to teach loose leash walking in neighborhood",how-to-teach-loose-leash-walking-in-neighborhood,1273
content/pet-training/16-best-potty-bell-training-method-for-dogs.md,"Best potty bell training method for dogs","best potty bell training method for dogs",best-potty-bell-training-method-for-dogs,1251
content/pet-training/17-how-to-teach-cat-to-come-when-called.md,"How to teach cat to come when called","how to teach cat to come when called",how-to-teach-cat-to-come-when-called,1265
content/pet-training/18-dog-impulse-control-games-at-home.md,"Dog impulse control games at home","dog impulse control games at home",dog-impulse-control-games-at-home,1225
content/pet-training/19-how-to-stop-puppy-nipping-during-play.md,"How to stop puppy nipping during play","how to stop puppy nipping during play",how-to-stop-puppy-nipping-during-play,1249
content/pet-training/20-best-crate-games-to-build-positive-association.md,"Best crate games to build positive association","best crate games to build positive association",best-crate-games-to-build-positive-association,1246
content/pet-training/21-how-to-train-dog-to-settle-on-mat.md,"How to train dog to settle on mat","how to train dog to settle on mat",how-to-train-dog-to-settle-on-mat,1271
content/pet-training/22-cat-carrier-training-plan-in-7-days.md,"Cat carrier training plan in 7 days","cat carrier training plan in 7 days",cat-carrier-training-plan-in-7-days,1249
content/pet-training/23-how-to-reduce-barking-at-doorbell-naturally.md,"How to reduce barking at doorbell naturally","how to reduce barking at doorbell naturally",how-to-reduce-barking-at-doorbell-naturally,1249
content/pet-training/24-best-hand-signals-for-basic-dog-commands.md,"Best hand signals for basic dog commands","best hand signals for basic dog commands",best-hand-signals-for-basic-dog-commands,1251
content/pet-training/25-how-to-teach-leave-it-using-positive-reinforcement.md,"How to teach leave it using positive reinforcement","how to teach leave it using positive reinforcement",how-to-teach-leave-it-using-positive-reinforcement,1272
content/pet-training/26-cat-high-five-training-step-by-step.md,"Cat high five training step by step","cat high five training step by step",cat-high-five-training-step-by-step,1242
content/pet-training/27-how-to-train-rescue-dog-with-unknown-history.md,"How to train rescue dog with unknown history","how to train rescue dog with unknown history",how-to-train-rescue-dog-with-unknown-history,1275
content/pet-training/28-best-recall-games-for-distracted-dogs.md,"Best recall games for distracted dogs","best recall games for distracted dogs",best-recall-games-for-distracted-dogs,1222
content/pet-training/29-how-to-stop-leash-reactivity-in-apartments.md,"How to stop leash reactivity in apartments","how to stop leash reactivity in apartments",how-to-stop-leash-reactivity-in-apartments,1247
content/pet-training/30-cat-litter-box-retraining-for-stress-incidents.md,"Cat litter box retraining for stress incidents","cat litter box retraining for stress incidents",cat-litter-box-retraining-for-stress-incidents,1249
content/pet-training/31-how-to-teach-puppy-to-wait-at-doors.md,"How to teach puppy to wait at doors","how to teach puppy to wait at doors",how-to-teach-puppy-to-wait-at-doors,1273
content/pet-training/32-best-daily-obedience-plan-for-busy-owners.md,"Best daily obedience plan for busy owners","best daily obedience plan for busy owners",best-daily-obedience-plan-for-busy-owners,1249
content/pet-training/33-how-to-train-dog-not-to-pull-toward-dogs.md,"How to train dog not to pull toward dogs","how to train dog not to pull toward dogs",how-to-train-dog-not-to-pull-toward-dogs,1294
content/pet-training/34-cat-confidence-training-for-shy-personalities.md,"Cat confidence training for shy personalities","cat confidence training for shy personalities",cat-confidence-training-for-shy-personalities,1218
content/pet-training/35-how-to-stop-counter-surfing-with-management.md,"How to stop counter surfing with management","how to stop counter surfing with management",how-to-stop-counter-surfing-with-management,1251
content/pet-training/36-best-reward-timing-tips-for-faster-learning.md,"Best reward timing tips for faster learning","best reward timing tips for faster learning",best-reward-timing-tips-for-faster-learning,1246
content/pet-training/37-how-to-teach-dog-place-command-at-home.md,"How to teach dog place command at home","how to teach dog place command at home",how-to-teach-dog-place-command-at-home,1273
content/pet-training/38-cat-scratch-post-training-without-punishment.md,"Cat scratch post training without punishment","cat scratch post training without punishment",cat-scratch-post-training-without-punishment,1223
content/pet-training/39-how-to-teach-dog-drop-it-safely.md,"How to teach dog drop it safely","how to teach dog drop it safely",how-to-teach-dog-drop-it-safely,1242
content/pet-training/40-best-training-session-length-for-puppies.md,"Best training session length for puppies","best training session length for puppies",best-training-session-length-for-puppies,1220
content/pet-training/41-how-to-stop-puppy-accidents-after-progress.md,"How to stop puppy accidents after progress","how to stop puppy accidents after progress",how-to-stop-puppy-accidents-after-progress,1248
content/pet-training/42-cat-harness-training-for-first-outdoor-walks.md,"Cat harness training for first outdoor walks","cat harness training for first outdoor walks",cat-harness-training-for-first-outdoor-walks,1249
content/pet-training/43-how-to-teach-dog-heel-for-city-walks.md,"How to teach dog heel for city walks","how to teach dog heel for city walks",how-to-teach-dog-heel-for-city-walks,1275
content/pet-training/44-best-socialization-checklist-for-young-puppies.md,"Best socialization checklist for young puppies","best socialization checklist for young puppies",best-socialization-checklist-for-young-puppies,1224
content/pet-training/45-how-to-reduce-separation-anxiety-with-routine.md,"How to reduce separation anxiety with routine","how to reduce separation anxiety with routine",how-to-reduce-separation-anxiety-with-routine,1247
content/pet-training/46-cat-cooperative-care-training-for-nail-trims.md,"Cat cooperative care training for nail trims","cat cooperative care training for nail trims",cat-cooperative-care-training-for-nail-trims,1247
content/pet-training/47-how-to-train-dog-to-ignore-food-on-floor.md,"How to train dog to ignore food on floor","how to train dog to ignore food on floor",how-to-train-dog-to-ignore-food-on-floor,1297
content/pet-training/48-best-quiet-command-training-for-barking-dogs.md,"Best quiet command training for barking dogs","best quiet command training for barking dogs",best-quiet-command-training-for-barking-dogs,1251
content/pet-training/49-how-to-teach-stay-with-distance-and-duration.md,"How to teach stay with distance and duration","how to teach stay with distance and duration",how-to-teach-stay-with-distance-and-duration,1265
content/pet-training/50-dog-training-mistakes-that-slow-progress.md,"Dog training mistakes that slow progress","dog training mistakes that slow progress",dog-training-mistakes-that-slow-progress,1225
